(rturn,o0,o1,o2,o3,o4,o5,o6,o7,o8)
5356:(1,2,2,1,0,0,0,1,0,0)
5357:(1,2,2,1,0,0,0,1,1,2)
5358:(1,2,2,1,0,0,0,1,2,1)
5359:(1,2,2,1,0,0,0,2,1,1)
5360:(1,2,2,1,0,0,1,0,0,0)
5361:(1,2,2,1,0,0,1,0,1,2)
5362:(1,2,2,1,0,0,1,1,0,2)
5363:(1,2,2,1,0,0,1,1,2,0)
5364:(1,2,2,1,0,0,1,2,1,0)
5365:(1,2,2,1,0,0,2,0,1,1)
5366:(1,2,2,1,0,0,2,1,0,1)
5367:(1,2,2,1,0,0,2,1,1,0)
5368:(1,2,2,1,0,1,0,0,0,0)
5369:(1,2,2,1,0,1,0,0,1,2)
5370:(1,2,2,1,0,1,0,0,2,1)
5371:(1,2,2,1,0,1,0,2,0,1)
5372:(1,2,2,1,0,1,0,2,1,0)
5373:(1,2,2,1,0,1,1,0,0,2)
5374:(1,2,2,1,0,1,1,0,2,0)
5375:(1,2,2,1,0,1,1,2,0,0)
5376:(1,2,2,1,0,1,1,2,1,2)
5377:(1,2,2,1,0,1,2,0,0,1)
5378:(1,2,2,1,0,1,2,0,1,0)
5379:(1,2,2,1,0,1,2,2,1,1)
5380:(1,2,2,1,0,2,0,0,1,1)
5381:(1,2,2,1,0,2,0,1,0,1)
5382:(1,2,2,1,0,2,0,1,1,0)
5383:(1,2,2,1,0,2,1,0,1,0)
5384:(1,2,2,1,0,2,1,1,0,0)
5385:(1,2,2,1,0,2,1,1,1,2)
5386:(1,2,2,1,1,0,0,0,0,0)
5387:(1,2,2,1,1,0,0,0,1,2)
5388:(1,2,2,1,1,0,0,0,2,1)
5389:(1,2,2,1,1,0,0,1,0,2)
5390:(1,2,2,1,1,0,0,1,2,0)
5391:(1,2,2,1,1,0,0,2,0,1)
5392:(1,2,2,1,1,0,0,2,1,0)
5393:(1,2,2,1,1,0,1,0,0,2)
5394:(1,2,2,1,1,0,1,0,2,0)
5395:(1,2,2,1,1,0,1,1,2,2)
5396:(1,2,2,1,1,0,1,2,0,0)
5397:(1,2,2,1,1,0,1,2,1,2)
5398:(1,2,2,1,1,0,2,0,0,1)
5399:(1,2,2,1,1,0,2,0,1,0)
5400:(1,2,2,1,1,0,2,1,0,0)
5401:(1,2,2,1,1,0,2,1,1,2)
5402:(1,2,2,1,1,0,2,1,2,1)
5403:(1,2,2,1,1,0,2,2,1,1)
5404:(1,2,2,1,1,1,0,0,0,2)
5405:(1,2,2,1,1,1,0,0,2,0)
5406:(1,2,2,1,1,1,0,2,0,0)
5407:(1,2,2,1,1,1,0,2,1,2)
5408:(1,2,2,1,1,1,0,2,2,1)
5409:(1,2,2,1,1,1,2,0,0,0)
5410:(1,2,2,1,1,1,2,0,1,2)
5411:(1,2,2,1,1,1,2,0,2,1)
5412:(1,2,2,1,1,1,2,2,0,1)
5413:(1,2,2,1,1,1,2,2,1,0)
5414:(1,2,2,1,1,2,0,0,0,1)
5415:(1,2,2,1,1,2,0,0,1,0)
5416:(1,2,2,1,1,2,0,1,0,0)
5417:(1,2,2,1,1,2,0,1,1,2)
5418:(1,2,2,1,1,2,0,1,2,1)
5419:(1,2,2,1,1,2,0,2,1,1)
5420:(1,2,2,1,1,2,1,0,0,0)
5421:(1,2,2,1,1,2,1,0,1,2)
5422:(1,2,2,1,1,2,1,1,0,2)
5423:(1,2,2,1,1,2,1,1,2,0)
5424:(1,2,2,1,1,2,1,2,1,0)
5425:(1,2,2,1,1,2,2,0,1,1)
5426:(1,2,2,1,1,2,2,1,0,1)
5427:(1,2,2,1,1,2,2,1,1,0)
5428:(1,2,2,1,2,0,0,0,1,1)
5429:(1,2,2,1,2,0,0,1,0,1)
5430:(1,2,2,1,2,0,0,1,1,0)
5431:(1,2,2,1,2,0,1,0,1,0)
5432:(1,2,2,1,2,0,1,1,0,0)
5433:(1,2,2,1,2,0,1,1,1,2)
5434:(1,2,2,1,2,1,0,0,0,1)
5435:(1,2,2,1,2,1,0,0,1,0)
5436:(1,2,2,1,2,1,0,2,1,1)
5437:(1,2,2,1,2,1,1,0,0,0)
5438:(1,2,2,1,2,1,1,0,1,2)
5439:(1,2,2,1,2,1,1,2,1,0)
5440:(1,2,2,1,2,1,2,0,1,1)
5441:(1,2,2,1,2,2,1,1,1,0)
5442:(1,2,2,2,0,0,1,0,1,1)
5443:(1,2,2,2,0,0,1,1,0,1)
5444:(1,2,2,2,0,0,1,1,1,0)
5445:(1,2,2,2,0,1,0,0,1,1)
5446:(1,2,2,2,0,1,0,1,0,1)
5447:(1,2,2,2,0,1,0,1,1,0)
5448:(1,2,2,2,0,1,1,0,0,1)
5449:(1,2,2,2,0,1,1,0,1,0)
5450:(1,2,2,2,0,1,1,1,0,0)
5451:(1,2,2,2,0,1,1,1,1,2)
5452:(1,2,2,2,0,1,1,1,2,1)
5453:(1,2,2,2,0,1,1,2,1,1)
5454:(1,2,2,2,1,0,0,0,1,1)
5455:(1,2,2,2,1,0,0,1,0,1)
5456:(1,2,2,2,1,0,0,1,1,0)
5457:(1,2,2,2,1,0,1,0,0,1)
5458:(1,2,2,2,1,0,1,0,1,0)
5459:(1,2,2,2,1,0,1,1,0,0)
5460:(1,2,2,2,1,0,1,1,1,2)
5461:(1,2,2,2,1,0,1,1,2,1)
5462:(1,2,2,2,1,0,1,2,1,1)
5463:(1,2,2,2,1,1,0,0,0,1)
5464:(1,2,2,2,1,1,0,0,1,0)
5465:(1,2,2,2,1,1,0,1,0,0)
5466:(1,2,2,2,1,1,0,1,1,2)
5467:(1,2,2,2,1,1,0,1,2,1)
5468:(1,2,2,2,1,1,0,2,1,1)
5469:(1,2,2,2,1,1,2,0,1,1)
5470:(1,2,2,2,1,1,2,1,0,1)
5471:(1,2,2,2,1,1,2,1,1,0)
5472:(1,2,2,2,1,2,1,0,1,1)
5473:(1,2,2,2,1,2,1,1,0,1)
5474:(1,2,2,2,1,2,1,1,1,0)
5475:(1,2,2,2,2,1,1,0,1,1)
5476:(1,2,2,2,2,1,1,1,0,1)
5477:(1,2,2,2,2,1,1,1,1,0)
